Pmid,Journal,Year,Month,Pmcid
12389946,The American journal of tropical medicine and hygiene,2002,8,NA
12389953,East African medical journal,2002,3,NA
12389955,East African medical journal,2002,3,NA
12389961,East African medical journal,2002,3,NA
12389962,East African medical journal,2002,3,NA
12389963,East African medical journal,2002,3,NA
12389964,East African medical journal,2002,3,NA
12389965,East African medical journal,2002,3,NA
12390864,Biology of reproduction,2002,11,NA
12392912,International journal for parasitology,2002,11,NA
12395787,East African medical journal,2002,3,NA
12413622,Contraception,2002,10,NA
12414138,Veterinary microbiology,2002,12,NA
12427462,Experimental parasitology,NA,NA,NA
12429424,Acta tropica,2002,11,NA
12437669,British journal of haematology,2002,12,NA
12442027,The Pediatric infectious disease journal,2002,11,NA
12446101,Veterinary parasitology,2002,12,NA
12449513,Journal of chemical ecology,2002,9,NA
12466171,Ophthalmology,2002,12,NA
12471403,Bulletin of the World Health Organization,2002,1,PMC2567655
12471930,African journal of reproductive health,2001,12,NA
12472154,Environmental technology,2002,11,NA
12473367,Trends in parasitology,2002,11,NA
12474482,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA
12475080,Experimental & applied acarology,2002,1,NA
12475480,Journal of hazardous materials,2003,1,NA
12478070,AIDS (London England),2003,1,PMC3387271
12482529,Trends in parasitology,2002,12,NA
12482652,Veterinary parasitology,2003,1,NA
12483593,The Journal of general and applied microbiology,2000,4,NA
12492612,British journal of clinical pharmacology,2002,12,PMC1874507
12498655,Emerging infectious diseases,2002,12,PMC2738527
12499079,Journal of ethnopharmacology,2003,1,NA
12504161,Environment international,2003,1,NA
12509054,Journal of environmental monitoring : JEM,2002,12,NA
12513703,Malaria journal,2002,12,PMC149388
12518508,Disasters,2002,12,NA
12521907,Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology,2001,1,NA
12523518,Marine pollution bulletin,2002,11,NA
12523683,Revue scientifique et technique (International Office of Epizootics),2002,12,NA
12523704,Revue scientifique et technique (International Office of Epizootics),2002,12,NA
12523705,Revue scientifique et technique (International Office of Epizootics),2002,12,NA
12527441,Virus research,2003,1,NA
12531289,Veterinary parasitology,2003,2,NA
12531307,Environmental pollution (Barking Essex : 1987),2003,1,NA
12535249,Tropical medicine & international health : TM & IH,2003,1,NA
12537387,Tropical animal health and production,2002,11,NA
12537388,Tropical animal health and production,2002,11,NA
12537389,Tropical animal health and production,2002,11,NA
12537599,Malaria journal,2002,12,PMC149390
12542367,Journal of natural products,2003,1,NA
12552440,The Journal of infectious diseases,2003,2,NA
12553329,Population studies,2002,11,NA
12556199,Expert opinion on therapeutic targets,2003,2,NA
12559799,Vaccine,2003,3,NA
12560028,Phytochemistry,2003,2,NA
12564531,Journal of zoo and wildlife medicine : official publication of the American Association of Zoo Veterinarians,2002,12,NA
12564677,Journal of chromatography. A,2003,1,NA
12568380,Journal of chromatography. A,2003,1,NA
12570879,Public health nutrition,2002,12,NA
12572821,Ambio,2002,12,NA
12572823,Ambio,2002,12,NA
12572826,Ambio,2002,12,NA
12580783,Animal genetics,2003,2,NA
12582529,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2002,8,NA
12586667,BMJ (Clinical research ed.),2003,2,PMC148891
12593677,Bulletin of entomological research,2003,2,NA
12598779,AIDS (London England),2003,3,NA
12598780,AIDS (London England),2003,3,NA
12599084,The Journal of infectious diseases,2003,2,NA
12601246,Cytogenetic and genome research,2002,1,NA
12601247,Cytogenetic and genome research,2002,1,NA
12616644,Journal of biochemical and molecular toxicology,2003,1,NA
12617695,CNS drugs,2003,1,NA
12623498,Brain injury,2003,3,NA
12625128,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA
12625377,The Onderstepoort journal of veterinary research,2002,12,NA
12625378,The Onderstepoort journal of veterinary research,2002,12,NA
12625673,East African medical journal,2002,4,NA
12625679,East African medical journal,2002,4,NA
12625682,East African medical journal,2002,4,NA
12625684,East African medical journal,2002,9,NA
12625685,East African medical journal,2002,9,NA
12625688,East African medical journal,2002,9,NA
12625689,East African medical journal,2002,9,NA
12625691,East African medical journal,2002,9,NA
12630488,East African medical journal,2002,11,NA
12630489,East African medical journal,2002,11,NA
12630490,East African medical journal,2002,11,NA
12630491,East African medical journal,2002,11,NA
12630493,East African medical journal,2002,11,NA
12630497,East African medical journal,2002,11,NA
12635755,East African medical journal,2002,10,NA
12635756,East African medical journal,2002,10,NA
12635757,East African medical journal,2002,10,NA
12635758,East African medical journal,2002,10,NA
12635760,East African medical journal,2002,10,NA
12635761,East African medical journal,2002,10,NA
12635762,East African medical journal,2002,10,NA
12636362,Tropical animal health and production,2003,2,NA
12638804,East African medical journal,2002,1,NA
12638805,East African medical journal,2002,1,NA
12638807,East African medical journal,2002,1,NA
12638808,East African medical journal,2002,1,NA
12638814,East African medical journal,2002,1,NA
12638816,East African medical journal,2002,1,NA
12638823,East African medical journal,2002,6,NA
12638830,East African medical journal,2002,7,NA
12638831,East African medical journal,2002,7,NA
12638833,East African medical journal,2002,7,NA
12638835,East African medical journal,2002,7,NA
12638836,East African medical journal,2002,7,NA
12638839,East African medical journal,2002,8,NA
12638840,East African medical journal,2002,8,NA
12638846,East African medical journal,2002,8,NA
12638849,East African medical journal,2002,8,NA
12643233,East African medical journal,2002,6,NA
12643865,The Journal of infection,2003,4,NA
12644333,Health policy (Amsterdam Netherlands),2003,4,NA
12647241,Mammalian genome : official journal of the International Mammalian Genome Society,2003,3,NA
12648820,Journal of ethnopharmacology,2003,2,NA
12650600,Mycopathologia,2002,1,NA
12665134,Journal of the South African Veterinary Association,2002,12,NA
12665444,International journal of STD & AIDS,2003,3,NA
12678446,East African medical journal,2002,12,NA
12678447,East African medical journal,2002,12,NA
12678448,East African medical journal,2002,12,NA
12678450,East African medical journal,2002,12,NA
12678451,East African medical journal,2002,12,NA
12678452,East African medical journal,2002,12,NA
12696017,The Journal of infectious diseases,2003,4,NA
12703153,Disasters,2003,3,NA
12710477,Poultry science,2003,4,NA
12711108,Acta tropica,2003,4,NA
12716721,Archives of disease in childhood,2003,1,PMC1719579
12719811,Bulletin of environmental contamination and toxicology,2003,1,NA
12727499,Fitoterapia,2003,4,NA
12727503,Fitoterapia,2003,4,NA
12731766,Water science and technology : a journal of the International Association on Water Pollution Research,2003,1,NA
12733794,Ambio,2003,3,NA
12736443,Chemical & pharmaceutical bulletin,2003,1,NA
12736444,Chemical & pharmaceutical bulletin,2003,1,NA
12745143,Acta tropica,2003,1,NA
12749483,The American journal of tropical medicine and hygiene,2003,4,NA
12749487,The American journal of tropical medicine and hygiene,2003,4,NA
12749491,The American journal of tropical medicine and hygiene,2003,4,NA
12749493,The American journal of tropical medicine and hygiene,2003,4,NA
12749496,The American journal of tropical medicine and hygiene,2003,4,NA
12749497,The American journal of tropical medicine and hygiene,2003,4,NA
12749498,The American journal of tropical medicine and hygiene,2003,4,NA
12749501,The American journal of tropical medicine and hygiene,2003,4,NA
12755235,East African medical journal,2003,1,NA
12755239,East African medical journal,2003,1,NA
12755240,East African medical journal,2003,1,NA
12755241,East African medical journal,2003,1,NA
12755243,East African medical journal,2003,1,NA
12755807,British journal of clinical pharmacology,2003,1,PMC1884197
12756463,Bulletin of environmental contamination and toxicology,2003,6,NA
12756616,Archives of virology,2003,6,NA
12757000,The journal of the Royal College of Physicians of Edinburgh,2003,1,NA
12764512,Bulletin of the World Health Organization,2003,1,PMC2572426
12765710,Social science & medicine (1982),2003,7,NA
12769917,Journal of insect physiology,1997,2,NA
12769932,Journal of insect physiology,1997,2,NA
12770225,Journal of insect physiology,2000,3,NA
12770595,Phytochemistry,2003,6,NA
12770606,Phytochemistry,2003,6,NA
12771430,The Journal of general virology,2003,6,NA
12772486,Injury control and safety promotion,NA,NA,NA
12781405,European journal of obstetrics gynecology and reproductive biology,2003,6,NA
12781475,Veterinary parasitology,2003,1,NA
12788285,Journal of invertebrate pathology,2003,6,NA
12788961,QJM : monthly journal of the Association of Physicians,2003,6,NA
12789086,African health sciences,2003,4,PMC2141587
12789113,African health sciences,2002,4,PMC2141560
12791880,Journal of clinical microbiology,2003,6,PMC156539
12797417,Tropical animal health and production,2003,6,NA
12805473,Journal of virology,2003,7,PMC164813
12805560,Proceedings of the National Academy of Sciences of the United States of America,2003,6,PMC164605
12812352,The American journal of tropical medicine and hygiene,2003,1,NA
12815616,Journal of biochemical and molecular toxicology,2003,1,NA
12818911,Archives of disease in childhood,2003,7,PMC1763181
12819514,AIDS (London England),2003,1,NA
12821454,Antimicrobial agents and chemotherapy,2003,7,PMC161864
12822942,Journal of agricultural and food chemistry,2003,7,NA
12823626,Journal of medical primatology,2003,6,NA
12823635,Journal of medical primatology,2003,4,NA
12825663,Journal of the American Mosquito Control Association,2003,6,NA
12825678,The Onderstepoort journal of veterinary research,2003,3,NA
12830604,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,2003,1,NA
12832033,The Journal of nutritional biochemistry,2003,1,NA
12836739,Journal of the South African Veterinary Association,2003,3,NA
12839085,Mayo Clinic proceedings,2003,7,NA
1284342,East African medical journal,1992,11,NA
12845928,American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists,2003,6,NA
12847980,Reflections on nursing leadership,2003,1,NA
12848783,British journal of clinical pharmacology,2003,7,PMC1884335
12854087,The Journal of infectious diseases,2003,7,NA
12858891,East African medical journal,2000,3,NA
12858893,East African medical journal,2000,3,NA
12858900,East African medical journal,2000,4,NA
12858908,East African medical journal,2000,4,NA
12858914,East African medical journal,2000,1,NA
12858916,East African medical journal,2000,1,NA
12858920,East African medical journal,2000,1,NA
12858923,East African medical journal,2000,1,NA
12858926,East African medical journal,2000,6,NA
12858927,East African medical journal,2000,6,NA
12858932,East African medical journal,2000,6,NA
12858933,East African medical journal,2000,6,NA
12858935,East African medical journal,2000,6,NA
1286116,International journal of STD & AIDS,NA,NA,NA
12862065,East African medical journal,2000,8,NA
12862070,East African medical journal,2000,8,NA
12862115,East African medical journal,2000,12,NA
12862119,East African medical journal,2000,10,NA
12862123,East African medical journal,2000,10,NA
12862134,East African medical journal,2000,9,NA
12862155,East African medical journal,2000,7,NA
12862156,East African medical journal,2000,7,NA
12862158,East African medical journal,2000,7,NA
12862159,East African medical journal,2000,7,NA
12862412,Asia-Pacific journal of public health,2002,1,NA
1286629,East African medical journal,1992,9,NA
1286636,East African medical journal,1992,9,NA
1286637,East African medical journal,1992,9,NA
1286638,East African medical journal,1992,9,NA
12866795,Parasitology,2003,6,NA
12868516,Medicine conflict and survival,NA,NA,NA
1287906,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA
1287917,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA
1288429,Annals of tropical medicine and parasitology,1992,10,NA
12887036,The American journal of tropical medicine and hygiene,2003,6,NA
12889240,South African journal of surgery. Suid-Afrikaanse tydskrif vir chirurgie,2003,1,NA
