,pmid,pmd,journal,year
468,29895142,,  AIDS,  2018 Aug 24
469,29895000,PMC6031945,  Health Phys,  2018 Aug
470,29894518,PMC5997317,  Epilepsia,  2018 Jul
471,29894385,NIHMS980328,  Am J Trop Med Hyg,  2018 Aug
472,29894328,,  Am J Trop Med Hyg,  2018 Aug
473,29893991,,  Sci Rep,  2018 Jun 11
474,29893200,,  Int J Environ Res Public Health,  2018 Jun 11
475,29893197,,  BMC Public Health,  2018 Jun 11
476,29891995,PMC5995813,  Int J Environ Res Public Health,  2018 Jun 10
477,29891795,PMC6025624,  Insects,  2018 Jun 8
478,29890963,PMC5996545,  PLoS One,  2018 Jun 11
479,29890783,PMC6025033,  J Vet Med Sci,  2018 Aug 10
480,29890690,PMC6023424,  Ticks Tick Borne Dis,  2018 Jul
481,29889888,PMC5995440,  J Pediatr,  2018 Jun 6
482,29887582,,  J Clin Anesth,  2018 Sep
483,29886187,PMC6052676,  Int J Parasitol,  2018 Aug
484,29885751,,  BMC Public Health,  2018 Jun 8
485,29885624,,  BMC Infect Dis,  2018 Jun 8
486,29885436,,  Mol Cell Probes,  2018 Aug
487,29884163,PMC5994055,  PLoS One,  2018 Jun 8
488,29884140,PMC5994061,  J Int AIDS Soc,  2018 Jun
489,29883628,,  Am J Trop Med Hyg,  2018 Jun
490,29883462,PMC5993289,  Am J Primatol,  2018 Jun 8
491,29883052,,  Trop Anim Health Prod,  2018 Jun 7
492,29882508,,  Wellcome Open Res,  2017 Dec 29
493,29882365,,  Pan Afr Med J,  2017 Nov 24
494,29881925,,  Child Adolesc Psychiatry Ment Health,  2018 Jun 1
495,29881784,,  Child Adolesc Psychiatry Ment Health,  2018 Jun 1
496,29881508,PMC5989189,  BMC Infect Dis,  2018 Jun 7
497,29881454,PMC5984772,  PLoS One,  2018 Jun 7
498,29881453,PMC5984764,  PLoS One,  2018 Jun 7
499,29879917,PMC5992751,  PLoS Negl Trop Dis,  2018 Jun 7
500,29879171,PMC5991659,  Cardiovasc J Afr,  2018 May 24
501,29879159,PMC5991696,  Public Health Nutr,  2018 Jun 7
502,29879105,PMC5991654,  Pan Afr Med J,  2018 Jan 30
503,29878033,,  Pan Afr Med J,  2018 Jan 29
504,29877169,,  Pan Afr Med J,  2018 Jan 23
505,29875971,PMC5987082,  PLoS One,  2018 Jun 6
506,29875963,PMC5987072,  Emerg Themes Epidemiol,  2018 May 28
507,29875946,PMC5987110,  Nat Commun,  2018 Jun 5
508,29874284,PMC5991394,  Trials,  2018 Jun 5
509,29872450,PMC5972407,  Paediatr Anaesth,  2018 May
510,29872049,PMC5988799,  Paediatr Anaesth,  2018 May
511,29871696,PMC5989441,  Glob Health Epidemiol Genom,  2017 May 17
512,29870136,,  Front Microbiol,  2018 May 15
513,29870132,,  Sci Rep,  2018 Jun 4
514,29868219,PMC5870471,  Lancet,  2018 Jul 21
515,29867872,,  Malar J,  2018 Jun 4
516,29867184,PMC5986854,  BMC Health Serv Res,  2018 Jun 4
517,29866374,,  J Christ Nurs,  2018 Jul/Sep
518,29866116,PMC5987563,  Int J Tuberc Lung Dis,  2018 Jun 1
519,29866081,PMC5987602,  Epidemiol Psychiatr Sci,  2018 Jun 4
520,29863514,,  J Interpers Violence,  2018 Jun 1
521,29862949,,  Wellcome Open Res,  2018 May 3
522,29862937,,  Wellcome Open Res,  2017 Nov 29
523,29862883,,  BMJ Glob Health,  2018 May 24
524,29862326,,  Int J Hyg Environ Health,  2018 Jul
525,29862324,,  J Med Econ,  2018 Sep
526,29862055,PMC5969726,  BMC Womens Health,  2018 Jun 1
527,29861398,PMC6041725,  J Chem Ecol,  2018 Aug
528,29860920,,  J Hum Evol,  2018 Aug
529,29859095,PMC5984781,  PLoS One,  2018 Jun 1
530,29858747,,  Lancet Infect Dis,  2018 Jun
531,29857967,,  AIDS Behav,  2018 Jul
532,29856872,PMC5983461,  Theor Appl Genet,  2018 Sep
533,29856357,,  Parasit Vectors,  2018 May 31
534,29855975,,  Data Brief,  2017 Sep 27
535,29855674,PMC6096621,  J Immunol Res,  2018 Apr 30
536,29855375,PMC5984310,  Emerg Med Int,  2018 May 7
537,29854895,PMC5972815,  Adv Urol,  2018 Apr 24
538,29854851,,  Int J Hyg Environ Health,  2018 Jun
539,29854463,,  Child Abuse Negl,  2018 Aug
540,29854209,,  PLoS One,  2018 May 31
541,29853870,,  PLoS One,  2018 May 31
542,29853293,,  AIDS Patient Care STDS,  2018 Jun
543,29852364,,  Int J Gynaecol Obstet,  2018 May
544,29852008,PMC5978796,  Neurol Res Int,  2018 Apr 18
545,29851988,PMC5978990,  Evid Based Complement Alternat Med,  2018 Apr 22
546,29851503,,  Adv Bioinformatics,  2018 Apr 8
547,29851115,,  Int J Mol Sci,  2018 May 30
548,29850243,,  BMC Public Health,  2018 May 30
549,29849725,,  AIDS Care,  2018 Jun
550,29849611,,  Acad Med,  2018 Sep
551,29848989,PMC6032168,  Health Policy Plan,  2018 Jul 1
552,29848345,PMC5975408,  Adv Exp Med Biol,  2018
553,29848006,,  PeerJ,  2018 May 24
554,29847326,,  Malar J,  2018 May 29
555,29846599,PMC6005116,  Trop Med Int Health,  2018 Aug
556,29845545,,  Ultrasound Obstet Gynecol,  2018 May 28
557,29844995,PMC5971098,  Virol Sin,  2018 Jun
558,29843717,PMC5975267,  Int J Food Sci,  2018 Apr 2
559,29808960,,  Nat Ecol Evol,  2018 Jul
560,29808615,,  Brain Res Bull,  2018 May 25
561,29808439,,  J Fish Dis,  2018 May 28
562,29808161,,  Wellcome Open Res,  2018 Apr 11
563,29807995,,  Sex Reprod Healthc,  2018 Jun
564,29807146,,  BMC Health Serv Res,  2018 May 25
565,29806129,,  Harm Reduct J,  2018 May 25
566,29806038,,  Int J Equity Health,  2018 May 25
567,29804756,PMC5975971,  Am Heart J,  2018 Aug
568,29801496,PMC5970469,  J Infect Dis,  2018 May 25
569,29801494,PMC5970466,  Genome Announc,  2018 May 24
570,29801485,PMC5970478,  PLoS One,  2018 May 24
571,29800784,,  AIDS,  2018 Jun 19
572,29800309,,  AIDS,  2018 Jun 19
573,29798926,PMC5968732,  Scand J Pain,  2018 Jan 26
574,29796382,,  G3 (Bethesda),  2018 Jul 2
575,29795589,PMC5967802,  Proc Biol Sci,  2018 May 30
576,29794492,,  Expert Rev Hematol,  2018 Jun
577,29794491,,  J Wildl Dis,  2018 May 24
578,29794277,,  Virol J,  2018 May 23
579,29794162,PMC6027885,  BMC Pregnancy Childbirth,  2018 May 23
580,29794044,PMC5998097,  Can J Psychiatry,  2018 Sep
581,29792762,,  J Clin Nurs,  2018 May 23
582,29792760,,  FEMS Microbiol Lett,  2018 Jun 1
583,29792207,PMC5966901,  Paediatr Int Child Health,  2018 Nov
584,29792180,PMC5966855,  Paediatr Int Child Health,  2018 Nov
585,29792077,,  Paediatr Int Child Health,  2018 Nov
586,29791745,,  Biomed Res Int,  2018 Jan 28
587,29790983,PMC5963300,  Sci Rep,  2018 May 22
588,29790845,,  J Public Health (Oxf),  2018 May 18
589,29790841,,  J Econ Entomol,  2018 May 19
590,29790840,,  PLoS One,  2018 May 22
591,29790315,,  Mol Ecol Resour,  2018 May 22
592,29789804,,  Nat Microbiol,  2018 Jun
593,29789618,PMC5964242,  BMC Med,  2018 May 22
594,29788366,,  BMC Genomics,  2018 May 21
595,29788178,,  BJOG,  2018 May 21
596,29787579,PMC5963798,  PLoS Negl Trop Dis,  2018 May 21
597,29786943,,  Arch Virol,  2018 May 21
598,29784978,PMC5985962,  Curr Opin Plant Biol,  2018 May 17
599,29783977,PMC5963150,  Infect Dis Poverty,  2018 May 21
600,29783949,PMC5963192,  Trop Med Int Health,  2018 Jul
601,29782696,,  Mar Pollut Bull,  2018 Aug
602,29782500,PMC5983867,  Soc Sci Med,  2018 Jul
603,29781064,,  Afr J Reprod Health,  2018 Mar
604,29779966,,  Afr J Reprod Health,  2018 Mar
605,29779491,PMC5961482,  Environ Monit Assess,  2018 May 18
606,29779264,,  Sci Rep,  2018 May 18
607,29778407,,  BMC Public Health,  2018 May 18
608,29777956,,  Malar J,  2018 May 18
609,29777645,,  BMC Psychiatry,  2018 May 18
610,29777642,,  Mol Breed,  2018
611,29777312,PMC5959953,  Lancet Glob Health,  2018 Jul
612,29777161,PMC5959898,  Vet Parasitol,  2018 May 15
613,29776410,PMC5960164,  J Pain Symptom Manage,  2018 Aug
614,29776359,PMC5960182,  PLoS One,  2018 May 17
615,29776353,PMC5960084,  Trop Anim Health Prod,  2018 May 16
616,29773962,PMC5945787,  Crit Public Health,  2018 Apr 27
617,29773516,,  Pathog Immun,  2018
618,29773136,,  Biomed Res Int,  2018 Mar 25
619,29772280,,  Front Neurol,  2018 May 2
620,29771994,PMC5957373,  Eur J Clin Nutr,  2018 May 15
621,29770944,,  Proc Biol Sci,  2018 May 16
622,29770367,PMC5935049,  BMC Pregnancy Childbirth,  2018 May 16
623,29770360,NIHMS963178,  BMC Pregnancy Childbirth,  2018 May 16
624,29770326,,  Glob Health Action,  2018
625,29770117,,  J Acquir Immune Defic Syndr,  2018 Jun 1
626,29769749,PMC6124645,  AIDS Behav,  2018 May 16
627,29769364,PMC5966613,  AIDS Behav,  2018 May 16
628,29769063,PMC5956738,  Syst Parasitol,  2018 May 16
629,29769047,PMC5956968,  Int J Clin Pharm,  2018 May 15
630,29768107,,  Trauma Surg Acute Care Open,  2017 Dec 7
631,29767641,PMC5959049,  Blood Adv,  2018 May 22
632,29767325,,  J Health Popul Nutr,  2018 May 15
633,29767324,,  Malar J,  2018 May 15
634,29766407,,  BMC Pregnancy Childbirth,  2018 May 15
635,29766391,,  BMC Int Health Hum Rights,  2018 May 15
636,29766119,PMC5887833,  BMC Pediatr,  2018 May 15
637,29764843,PMC5965049,  JBI Database System Rev Implement Rep,  2018 May
638,29764520,PMC5952430,  AIDS,  2018 May 11
639,29764419,PMC5952621,  Clin Med Insights Pediatr,  2018 May 3
640,29764416,PMC5952618,  Sci Rep,  2018 May 14
641,29764412,PMC5952842,  Proc Natl Acad Sci U S A,  2018 May 29
642,29764391,PMC5953400,  J Econ Entomol,  2018 May 11
643,29762306,,  Pest Manag Sci,  2018 May 13
644,29762175,,  Lancet,  2018 Jun 30
645,29760577,PMC5946588,  Trop Med Int Health,  2018 Jul
646,29760399,PMC5951849,  Ann N Y Acad Sci,  2018 May 11
647,29760095,PMC5984526,  Sci Rep,  2018 May 11
648,29757415,,  BMC Health Serv Res,  2018 May 11
649,29756384,,  BMC Cancer,  2018 May 11
650,29753597,,  Genes (Basel),  2018 May 3
651,29752836,,  Sci Total Environ,  2018 Oct 1
652,29752729,,  Cardiovasc J Afr,  2018 May/Jun 23
653,29752476,PMC5948199,  Semin Thorac Cardiovasc Surg,  2018 Spring
654,29751805,PMC5948900,  BMC Pregnancy Childbirth,  2018 May 10
655,29751793,PMC5948818,  Clin Infect Dis,  2018 Aug 16
656,29751546,PMC5977176,  PLoS One,  2018 May 10
657,29751313,,  J Interprof Care,  2018 May 10
658,29750227,,  Cardiovasc J Afr,  2018 Mar/Apr
659,29747950,,  Glob Health Action,  2018
660,29747593,PMC5946503,  Epidemiol Infect,  2018 Jul
661,29746619,PMC6094004,  Afr J AIDS Res,  2018 Jul
662,29746541,PMC5945023,  Glob Soc Welf,  2018 Mar
663,29746179,,  Clin Exp Dent Res,  2017 Apr 12
664,29745965,,  Antimicrob Resist Infect Control,  2018 May 2
665,29745782,,  Nature,  2018 May
666,29745351,,  Sci Rep,  2018 May 9
667,29745288,,  Nat Commun,  2018 May 9
668,29744286,NIHMS933880,  BMC Health Serv Res,  2018 May 9
669,29744178,PMC5719813,  BMC Public Health,  2018 May 9
670,29744041,PMC5930822,  J Infect Dis,  2018 May 5
671,29743693,,  J Infect Dis,  2018 Aug 24
672,29743617,PMC5943310,  Clin Infect Dis,  2018 May 5
673,29743572,PMC5943315,  Pediatr Blood Cancer,  2018 Aug
674,29743083,PMC5944159,  Front Genet,  2018 Apr 24
675,29743062,PMC5944038,  Reprod Health,  2018 May 8
676,29741740,PMC6037089,  Global Health,  2018 May 8
677,29741631,PMC6107741,  BMC Int Health Hum Rights,  2018 May 8
678,29741594,,  BMC Public Health,  2018 May 8
679,29741267,,  Curr Biol,  2018 May 7
680,29740476,,  Parasitol Res,  2018 May 8
681,29739429,PMC5941610,  BMJ Glob Health,  2018 May 3
682,29739421,PMC5941561,  BMJ Glob Health,  2018 May 2
683,29739403,PMC5941597,  Obstet Gynecol Int,  2018 Mar 15
684,29739374,PMC5941766,  Int J Environ Res Public Health,  2018 May 7
685,29738725,,  J R Army Med Corps,  2018 May 7
686,29736732,,  AIDS,  2018 Jul 17
687,29736274,PMC5935159,  J Eur Acad Dermatol Venereol,  2018 May 5
688,29736273,PMC5935164,  Crit Care,  2018 May 4
689,29736171,,  Sci Total Environ,  2018 Aug 1
690,29735895,PMC5981965,  PLoS One,  2018 May 4
691,29735488,,  Sci Rep,  2018 May 3
692,29734218,,  Am J Hum Biol,  2018 Jul
693,29729198,,  Malar J,  2018 May 2
694,29728116,PMC5936024,  BMC Public Health,  2018 May 3
695,29727983,,  BMC Public Health,  2018 May 2
696,29727457,PMC5935394,  BMC Microbiol,  2018 May 2
697,29725073,PMC5934376,  BMJ Open Sport Exerc Med,  2018 Apr 25
698,29722093,NIHMS959566,  Int Breastfeed J,  2018 Apr 30
699,29720181,PMC5932820,  Child Care Health Dev,  2018 Jul
700,29720139,PMC5932756,  BMC Vet Res,  2018 May 2
701,29720135,PMC5930505,  Fitoterapia,  2018 Jul
702,29720089,PMC5930741,  Public Health Action,  2018 Apr 25
703,29719726,PMC5926561,  Public Health Action,  2018 Apr 25
704,29719563,PMC5928566,  Public Health Action,  2018 Apr 25
705,29717504,,  Public Health Action,  2018 Apr 25
706,29716583,PMC5930519,  Public Health Action,  2018 Apr 25
707,29715541,,  Public Health Action,  2018 Apr 25
708,29713595,,  Public Health Action,  2018 Apr 25
709,29713594,,  Public Health Action,  2018 Apr 25
710,29713593,,  Public Health Action,  2018 Apr 25
711,29713592,,  Public Health Action,  2018 Apr 25
712,29713591,,  BMJ Glob Health,  2018 Apr 24
713,29713590,,  World J Gastroenterol,  2018 Apr 28
714,29713589,,  Sci Rep,  2018 Apr 30
715,29713588,,  Acta Trop,  2018 Apr 27
716,29713587,,  PLoS One,  2018 Apr 30
717,29713586,,  Foodborne Pathog Dis,  2018 Aug
718,29713512,PMC5922498,  South Afr J HIV Med,  2018 Mar 27
719,29713128,,  South Afr J HIV Med,  2018 Apr 12
720,29712918,PMC5928146,  Demogr Res,  2018 Jan-Jun
721,29709631,,  J Hum Evol,  2018 Aug
722,29708995,PMC5927442,  BMC Med,  2018 Apr 30
723,29708778,,  J Med Syst,  2018 Apr 28
724,29707384,PMC5913779,  Nurse Educ Today,  2018 Jul
725,29707383,PMC5913780,  World Neurosurg,  2018 May
726,29706796,NIHMS959118,  World Neurosurg,  2018 May
727,29706231,,  World Neurosurg,  2018 May
728,29706136,PMC5925837,  PLoS One,  2018 Apr 27
729,29705947,,  J Infect Dis,  2018 Jul 24
730,29704700,,  PLoS Negl Trop Dis,  2018 Apr 26
731,29702967,,  World J Pediatr Congenit Heart Surg,  2018 May
732,29702966,,  Appl Microbiol Biotechnol,  2018 Jun
733,29702965,,  Contemp Clin Trials Commun,  2017 Apr 28
734,29702700,PMC5922525,  Bull World Health Organ,  2018 Apr 1
735,29701830,PMC6057544,  Sci Transl Med,  2018 Apr 25
736,29698487,PMC5919633,  Parasit Vectors,  2018 Apr 25
737,29697020,,  Am J Trop Med Hyg,  2018 Jun
738,29696334,,  Am J Trop Med Hyg,  2018 Jun
739,29696163,PMC5898495,  Elife,  2018 Apr 25
740,29695878,PMC5872018,  Trials,  2018 Apr 24
741,29695457,,  Int J Equity Health,  2018 Apr 24
742,29695261,PMC5922315,  Trials,  2018 Apr 24
743,29692313,,  Reprod Health,  2018 Apr 24
744,29692308,,  Afr J AIDS Res,  2018 Jul
745,29690995,PMC5953541,  Zootaxa,  2018 Mar 4
746,29690916,PMC5978994,  Zootaxa,  2018 Mar 11
747,29690902,PMC5916835,  Zootaxa,  2018 Mar 21
748,29690899,PMC5916722,  Zootaxa,  2018 Mar 22
749,29690897,PMC5916717,  Zootaxa,  2018 Apr 10
750,29690829,NIHMS983112,  Zootaxa,  2018 Apr 17
751,29690444,,  Zootaxa,  2018 Jan 31
752,29690399,,  Zootaxa,  2018 Feb 18
753,29690315,,  Zootaxa,  2018 Jan 18
754,29690291,,  Tree Physiol,  2018 Jul 1
755,29690202,,  J Travel Med,  2018 Jan 1
756,29690148,,  Database (Oxford),  2018 Jan 1
757,29690070,,  Ann Bot,  2018 Jun 28
758,29689948,,  Hum Vaccin Immunother,  2018 Apr 24
759,29689804,,  HLA,  2018 Apr 23
760,29688549,,  Virus Genes,  2018 Jun
761,29688491,,  Front Plant Sci,  2018 Apr 9
762,29688348,,  Front Microbiol,  2018 Apr 9
763,29688271,PMC6025207,  Hereditas,  2018 Apr 13
764,29688133,,  World J Gastroenterol,  2018 Apr 21
765,29687612,,  Bioscience,  2018 Apr 1
766,29687187,,  BMC Health Serv Res,  2018 Apr 23
767,29686690,,  J Public Health (Oxf),  2018 Apr 19
768,29686664,,  J Acquir Immune Defic Syndr,  2018 Aug 15
769,29686601,PMC5899335,  J Acquir Immune Defic Syndr,  2018 Aug 15
770,29686468,,  AIDS,  2018 Apr 19
771,29686433,PMC5905662,  J Diabetes Res,  2018 Feb 26
772,29685138,PMC5914017,  J Trop Med,  2018 Feb 26
773,29684210,,  Int J Microbiol,  2018 Feb 27
774,29683994,,  Public Health Nutr,  2018 Sep
775,29683990,,  J Biosci Bioeng,  2018 Sep
776,29683845,,  Prev Chronic Dis,  2018 Apr 19
777,29682580,,  Vet Immunol Immunopathol,  2018 May
778,29681951,,  J Water Health,  2018 Apr
779,29681943,,  Zookeys,  2018 Apr 2
780,29681250,,  Science,  2018 Apr 20
781,29680369,,  Echo Res Pract,  2018 Jun
782,29679481,PMC5912924,  BMC Pregnancy Childbirth,  2018 Apr 19
783,29678234,PMC5956992,  Histopathology,  2018 Aug
784,29676762,,  Stat Methods Med Res,  2018 Jan 1
785,29674905,,  Glob Public Health,  2018 Aug
786,29674583,,  Zookeys,  2018 Mar 14
787,29674478,PMC5968833,  JMIR Med Inform,  2018 Apr 18
788,29673331,PMC5909235,  Public Health Nutr,  2018 Sep
789,29672901,,  Cult Health Sex,  2018 Apr 19
790,29671377,,  N Engl J Med,  2018 Apr 19
791,29671365,,  Environ Entomol,  2018 Jun 6
792,29670436,,  Clin Infect Dis,  2018 Apr 16
793,29669709,PMC5932328,  PLoS One,  2018 Apr 18
794,29669614,,  Clin J Gastroenterol,  2018 Apr 17
795,29669476,,  Proc Natl Acad Sci U S A,  2018 May 1
796,29669224,,  Sci Total Environ,  2018 Sep 1
797,29668876,,  Pediatr Crit Care Med,  2018 Jul
798,29668861,,  Sex Transm Dis,  2018 Apr 17
799,29668691,PMC5905951,  Emerg Infect Dis,  2018 May
800,29667077,,  Int J Tuberc Lung Dis,  2018 May 1
801,29666273,PMC5939094,  AIDS Care,  2018 Sep
802,29665544,,  BMJ Glob Health,  2018 Apr 12
803,29664874,,  Parasitology,  2018 Apr 17
804,29664764,,  Malar J,  2018 Apr 16
805,29664376,,  Environ Entomol,  2018 Jun 6
806,29663966,,  Int J Health Plann Manage,  2018 Apr 15
807,29663828,,  Nat Prod Res,  2018 Apr 16
808,29662693,PMC5898292,  Cell Tissue Res,  2018 Jul
809,29661259,,  Toxicon,  2018 Jun 15
810,29661245,PMC5902919,  Lancet HIV,  2018 May
811,29659772,,  Hosp Pract (1995),  2018 Aug
812,29658138,,  J Evid Based Integr Med,  2018 Jan-Dec
813,29656660,,  Genome Announc,  2018 Apr 12
814,29656343,,  Lancet HIV,  2018 May
815,29654869,,  Lancet HIV,  2018 May
816,29653915,PMC5932190,  Lancet Infect Dis,  2018 Jun
817,29652559,,  Genes (Basel),  2018 Apr 12
818,29651878,,  Int J Mol Sci,  2018 Apr 12
819,29650565,PMC5897804,  J Acquir Immune Defic Syndr,  2018 Aug 1
820,29650452,,  Evol Med Public Health,  2018 Feb 27
821,29650451,,  ScientificWorldJournal,  2018 Feb 15
822,29650424,PMC5968369,  Sci Rep,  2018 Apr 11
823,29649144,PMC5924551,  Nat Commun,  2018 Apr 11
824,29649101,PMC5979337,  BMC Public Health,  2018 Apr 11
825,29649078,NIHMS958043,  Asian-Australas J Anim Sci,  2018 Sep
826,29645009,PMC5888464,  Annu Rev Genomics Hum Genet,  2018 Apr 11
827,29643756,,  Epilepsia,  2018 May
828,29643434,PMC5895593,  BMJ Paediatr Open,  2017 Aug 11
829,29643376,PMC5895824,  BMJ Paediatr Open,  2017 Aug 31
830,29642875,PMC5896080,  Front Plant Sci,  2018 Mar 27
831,29642685,,  J Telemed Telecare,  2018 Jan 1
832,29641911,,  J Sci Food Agric,  2018 Apr 10
833,29637551,,  Am J Clin Nutr,  2018 Apr 1
834,29637157,PMC5862191,  J Econ Entomol,  2018 May 28
835,29637127,PMC5862186,  PLoS One,  2018 Apr 10
836,29636758,,  PLoS One,  2018 Apr 10
837,29635966,,  BMJ Glob Health,  2017 Sep 4
838,29635854,,  Pan Afr Med J,  2018 Jan 4
839,29635501,,  Animal,  2018 Aug
840,29635408,,  BMC Health Serv Res,  2018 Apr 10
841,29634772,PMC5892869,  BMC Pregnancy Childbirth,  2018 Apr 10
842,29634746,PMC5892892,  J Womens Health (Larchmt),  2018 Apr 9
843,29632704,PMC5887868,  BMJ Glob Health,  2018 Mar 28
844,29632633,PMC5889516,  Pan Afr Med J,  2017 Nov 15
845,29631649,,  Pan Afr Med J,  2017 Nov 15
846,29631577,PMC5891984,  Front Microbiol,  2018 Mar 23
847,29631549,PMC5891962,  J Hum Evol,  2018 Apr 5
848,29630431,,  J Environ Sci (China),  2018 Apr
849,29629190,PMC5884330,  Lancet Infect Dis,  2018 Jul
850,29629018,PMC5882212,  Mol Phylogenet Evol,  2018 Sep
851,29629015,PMC5882208,  J Plast Reconstr Aesthet Surg,  2018 Jun
852,29628919,,  Nutrition,  2018 Sep
853,29628118,,  Clin Microbiol Infect,  2018 Apr 3
854,29628084,,  Afr J Reprod Health,  2017 Dec
855,29627147,,  Glob Chang Biol,  2018 Apr 5
856,29626665,,  BMC Health Serv Res,  2018 Apr 5
857,29625902,,  BMC Health Serv Res,  2018 Apr 5
858,29625349,,  AIDS Patient Care STDS,  2018 Mar
859,29625170,,  J Virol,  2018 Jun 29
860,29624948,,  Malar J,  2018 Apr 4
861,29623683,,  Lancet Child Adolesc Health,  2018 Apr
862,29622012,PMC5887241,  Front Pediatr,  2018 Mar 16
863,29622003,PMC5887245,  BMJ Glob Health,  2018 Mar 21
864,29620927,,  MBio,  2018 Apr 3
865,29618644,PMC6026760,  BMJ Open,  2018 Apr 3
866,29618367,PMC5885365,  BMC Res Notes,  2018 Apr 3
867,29616236,PMC5859215,  PLoS One,  2018 Apr 3
868,29616202,,  Am J Trop Med Hyg,  2018 May
869,29616146,PMC5875677,  Mikrochim Acta,  2018 Apr 2
870,29615503,PMC5885025,  Pan Afr Med J,  2017 Nov 2
871,29615443,PMC5892750,  BMC Med Educ,  2018 Apr 2
872,29615129,PMC5883409,  BMC Public Health,  2018 Apr 2
873,29614069,PMC5882095,  J Pain Symptom Manage,  2018 Jul
874,29611500,,  Genome Biol Evol,  2018 Mar 1
875,29610992,,  Biomed Res Int,  2018 Jan 22
876,29610635,PMC5878850,  J Hum Evol,  2018 May
877,29609618,PMC5879558,  Malar J,  2018 Apr 2
878,29609567,PMC5879615,  Hum Resour Health,  2018 Apr 2
879,29608933,,  BMC Public Health,  2018 Apr 2
880,29608727,PMC5863221,  J Pediatr Surg,  2018 Jun
881,29607324,,  Glob Chang Biol,  2018 Aug
882,29606199,,  Parasite Immunol,  2018 Jun
883,29606144,PMC5879923,  Mol Ecol,  2018 Apr
884,29606133,PMC5879617,  AIDS Behav,  2018 Mar 30
885,29606106,PMC5880085,  Lancet Infect Dis,  2018 Jun
886,29605263,,  Int J Health Plann Manage,  2018 Apr
887,29604153,,  J Acquir Immune Defic Syndr,  2018 Jul 1
888,29604074,,  J Neurosurg Spine,  2018 Jun
889,29603484,,  J Int AIDS Soc,  2018 Mar
890,29603110,,  Phys Med,  2018 Apr
891,29602751,,  Nutrients,  2018 Mar 29
892,29602185,,  Pediatr Infect Dis J,  2018 Mar 24
893,29601404,NIHMS954648,  J Travel Res,  2018 Apr
894,29600909,,  Trop Anim Health Prod,  2018 Mar 28
895,29600595,,  Environ Monit Assess,  2018 Mar 29
896,29599081,,  Oecologia,  2018 May
897,29596369,PMC5946215,  Front Plant Sci,  2018 Mar 13
898,29596217,,  PLoS Negl Trop Dis,  2018 Mar 28
899,29595836,PMC5858643,  PLoS One,  2018 Mar 28
900,29594962,,  Science,  2018 Mar 16
901,29594685,PMC5874267,  Science,  2018 Mar 16
902,29594499,,  Glob Health Action,  2018
903,29593757,,  Cult Health Sex,  2018 Mar 28
904,29590175,PMC5891076,  Pediatr Surg Int,  2018 May
905,29590150,PMC5874021,  Theor Appl Genet,  2018 Jul
906,29590058,,  Epilepsia Open,  2017 Aug 19
907,29590054,,  Epilepsia Open,  2017 Mar 30
