Pmid,Journal,Year,Month,Pmcid,Status
12153356,African journal of health sciences,1994,8,NA,closed
12153360,African journal of health sciences,1994,1,NA,closed
12153361,African journal of health sciences,1994,1,NA,closed
12153363,African journal of health sciences,1994,1,NA,closed
12153364,African journal of health sciences,1994,1,NA,closed
12153365,African journal of health sciences,1994,1,NA,closed
12153366,African journal of health sciences,1994,1,NA,closed
12153367,African journal of health sciences,1994,1,NA,closed
12160423,African journal of health sciences,1995,11,NA,closed
12160424,African journal of health sciences,1995,11,NA,closed
12160426,African journal of health sciences,1995,11,NA,closed
12160429,African journal of health sciences,1995,11,NA,closed
12160433,African journal of health sciences,1995,1,NA,closed
12160438,African journal of health sciences,1995,1,NA,closed
12160439,African journal of health sciences,1995,1,NA,closed
12160440,African journal of health sciences,1995,1,NA,closed
12160441,African journal of health sciences,1995,1,NA,closed
12160442,African journal of health sciences,1995,1,NA,closed
12160445,African journal of health sciences,1995,2,NA,closed
12160446,African journal of health sciences,1995,2,NA,closed
12160449,African journal of health sciences,1995,2,NA,closed
12160450,African journal of health sciences,1995,2,NA,closed
12160451,African journal of health sciences,1995,2,NA,closed
12160453,African journal of health sciences,1995,2,NA,closed
12160454,African journal of health sciences,1995,2,NA,closed
12160455,African journal of health sciences,1995,2,NA,closed
12160457,African journal of health sciences,1995,8,NA,closed
12160460,African journal of health sciences,1995,8,NA,closed
12160462,African journal of health sciences,1995,8,NA,closed
12164269,Phytotherapy research : PTR,2002,1,NA,closed
12166334,Tropical animal health and production,2002,7,NA,closed
12166336,Tropical animal health and production,2002,7,NA,closed
12174767,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA,closed
12199442,East African medical journal,2001,12,NA,closed
12199446,East African medical journal,2001,12,NA,closed
12199448,East African medical journal,2001,12,NA,closed
12199450,East African medical journal,2001,12,NA,closed
12199451,East African medical journal,2001,12,NA,closed
12206973,The Lancet. Infectious diseases,2002,9,NA,closed
12211590,Epidemiology and infection,2002,8,PMC2869868,open
12219964,East African medical journal,2001,11,NA,closed
12219965,East African medical journal,2001,11,NA,closed
12219966,East African medical journal,2001,11,NA,closed
12234000,The Onderstepoort journal of veterinary research,2002,6,NA,closed
12241564,Bulletin of entomological research,2002,10,NA,closed
12241722,Lancet (London England),2002,8,NA,closed
12241930,Lancet (London England),2002,8,NA,closed
12242690,Journal of biochemical and molecular toxicology,2002,1,NA,closed
12296972,Malaria journal,2002,8,PMC140138,open
12349856,Journal of medical entomology,2002,9,NA,closed
12356170,The Onderstepoort journal of veterinary research,2002,9,NA,closed
12356980,Journal of the Royal Society of Medicine,2002,10,PMC1279185,open
12358619,Tropical medicine & international health : TM & IH,2002,10,NA,closed
12361069,International journal of oral and maxillofacial surgery,2002,8,NA,closed
12362804,Food and nutrition bulletin,2002,9,NA,closed
12363063,The American journal of tropical medicine and hygiene,2002,7,NA,closed
12380863,East African medical journal,2002,1,NA,closed
12380864,East African medical journal,2002,1,NA,closed
12380867,East African medical journal,2002,1,NA,closed
12380869,East African medical journal,2002,1,NA,closed
12380878,East African medical journal,2002,2,NA,closed
12381559,Annals of the New York Academy of Sciences,2002,10,NA,closed
12385880,Fitoterapia,2002,10,NA,closed
12387216,South African journal of surgery. Suid-Afrikaanse tydskrif vir chirurgie,2002,8,NA,closed
12387907,Acta tropica,2002,10,NA,closed
12387962,Lancet (London England),2002,10,NA,closed
12389946,The American journal of tropical medicine and hygiene,2002,8,NA,closed
12389953,East African medical journal,2002,3,NA,closed
12389955,East African medical journal,2002,3,NA,closed
12389961,East African medical journal,2002,3,NA,closed
12389962,East African medical journal,2002,3,NA,closed
12389963,East African medical journal,2002,3,NA,closed
12389964,East African medical journal,2002,3,NA,closed
12389965,East African medical journal,2002,3,NA,closed
12390864,Biology of reproduction,2002,11,NA,closed
12392912,International journal for parasitology,2002,11,NA,closed
12395787,East African medical journal,2002,3,NA,closed
12413622,Contraception,2002,10,NA,closed
12414138,Veterinary microbiology,2002,12,NA,closed
12427462,Experimental parasitology,NA,NA,NA,closed
12429424,Acta tropica,2002,11,NA,closed
12437669,British journal of haematology,2002,12,NA,closed
12442027,The Pediatric infectious disease journal,2002,11,NA,closed
12446101,Veterinary parasitology,2002,12,NA,closed
12449513,Journal of chemical ecology,2002,9,NA,closed
12466171,Ophthalmology,2002,12,NA,closed
12471403,Bulletin of the World Health Organization,2002,1,PMC2567655,open
12471930,African journal of reproductive health,2001,12,NA,closed
12472154,Environmental technology,2002,11,NA,closed
12473367,Trends in parasitology,2002,11,NA,closed
12474482,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA,closed
12475080,Experimental & applied acarology,2002,1,NA,closed
12475480,Journal of hazardous materials,2003,1,NA,closed
12478070,AIDS (London England),2003,1,PMC3387271,open
12482529,Trends in parasitology,2002,12,NA,closed
12482652,Veterinary parasitology,2003,1,NA,closed
12483593,The Journal of general and applied microbiology,2000,4,NA,closed
12492612,British journal of clinical pharmacology,2002,12,PMC1874507,open
12498655,Emerging infectious diseases,2002,12,PMC2738527,open
12499079,Journal of ethnopharmacology,2003,1,NA,closed
12504161,Environment international,2003,1,NA,closed
12509054,Journal of environmental monitoring : JEM,2002,12,NA,closed
12513703,Malaria journal,2002,12,PMC149388,open
12518508,Disasters,2002,12,NA,closed
12521907,Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology,2001,1,NA,closed
12523518,Marine pollution bulletin,2002,11,NA,closed
12523683,Revue scientifique et technique (International Office of Epizootics),2002,12,NA,closed
12523704,Revue scientifique et technique (International Office of Epizootics),2002,12,NA,closed
12523705,Revue scientifique et technique (International Office of Epizootics),2002,12,NA,closed
12527441,Virus research,2003,1,NA,closed
12531289,Veterinary parasitology,2003,2,NA,closed
12531307,Environmental pollution (Barking Essex : 1987),2003,1,NA,closed
12535249,Tropical medicine & international health : TM & IH,2003,1,NA,closed
12537387,Tropical animal health and production,2002,11,NA,closed
12537388,Tropical animal health and production,2002,11,NA,closed
12537389,Tropical animal health and production,2002,11,NA,closed
12537599,Malaria journal,2002,12,PMC149390,open
12542367,Journal of natural products,2003,1,NA,closed
12552440,The Journal of infectious diseases,2003,2,NA,closed
12553329,Population studies,2002,11,NA,closed
12556199,Expert opinion on therapeutic targets,2003,2,NA,closed
12559799,Vaccine,2003,3,NA,closed
12560028,Phytochemistry,2003,2,NA,closed
12564531,Journal of zoo and wildlife medicine : official publication of the American Association of Zoo Veterinarians,2002,12,NA,closed
12564677,Journal of chromatography. A,2003,1,NA,closed
12568380,Journal of chromatography. A,2003,1,NA,closed
12570879,Public health nutrition,2002,12,NA,closed
12572821,Ambio,2002,12,NA,closed
12572823,Ambio,2002,12,NA,closed
12572826,Ambio,2002,12,NA,closed
12580783,Animal genetics,2003,2,NA,closed
12582529,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2002,8,NA,closed
12586667,BMJ (Clinical research ed.),2003,2,PMC148891,open
12593677,Bulletin of entomological research,2003,2,NA,closed
12598779,AIDS (London England),2003,3,NA,closed
12598780,AIDS (London England),2003,3,NA,closed
12599084,The Journal of infectious diseases,2003,2,NA,closed
12601246,Cytogenetic and genome research,2002,1,NA,closed
12601247,Cytogenetic and genome research,2002,1,NA,closed
12616644,Journal of biochemical and molecular toxicology,2003,1,NA,closed
12617695,CNS drugs,2003,1,NA,closed
12623498,Brain injury,2003,3,NA,closed
12625128,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA,closed
12625377,The Onderstepoort journal of veterinary research,2002,12,NA,closed
12625378,The Onderstepoort journal of veterinary research,2002,12,NA,closed
12625673,East African medical journal,2002,4,NA,closed
12625679,East African medical journal,2002,4,NA,closed
12625682,East African medical journal,2002,4,NA,closed
12625684,East African medical journal,2002,9,NA,closed
12625685,East African medical journal,2002,9,NA,closed
12625688,East African medical journal,2002,9,NA,closed
12625689,East African medical journal,2002,9,NA,closed
12625691,East African medical journal,2002,9,NA,closed
12630488,East African medical journal,2002,11,NA,closed
12630489,East African medical journal,2002,11,NA,closed
12630490,East African medical journal,2002,11,NA,closed
12630491,East African medical journal,2002,11,NA,closed
12630493,East African medical journal,2002,11,NA,closed
12630497,East African medical journal,2002,11,NA,closed
12635755,East African medical journal,2002,10,NA,closed
12635756,East African medical journal,2002,10,NA,closed
12635757,East African medical journal,2002,10,NA,closed
12635758,East African medical journal,2002,10,NA,closed
12635760,East African medical journal,2002,10,NA,closed
12635761,East African medical journal,2002,10,NA,closed
12635762,East African medical journal,2002,10,NA,closed
12636362,Tropical animal health and production,2003,2,NA,closed
12638804,East African medical journal,2002,1,NA,closed
12638805,East African medical journal,2002,1,NA,closed
12638807,East African medical journal,2002,1,NA,closed
12638808,East African medical journal,2002,1,NA,closed
12638814,East African medical journal,2002,1,NA,closed
12638816,East African medical journal,2002,1,NA,closed
12638823,East African medical journal,2002,6,NA,closed
12638830,East African medical journal,2002,7,NA,closed
12638831,East African medical journal,2002,7,NA,closed
12638833,East African medical journal,2002,7,NA,closed
12638835,East African medical journal,2002,7,NA,closed
12638836,East African medical journal,2002,7,NA,closed
12638839,East African medical journal,2002,8,NA,closed
12638840,East African medical journal,2002,8,NA,closed
12638846,East African medical journal,2002,8,NA,closed
12638849,East African medical journal,2002,8,NA,closed
12643233,East African medical journal,2002,6,NA,closed
12643865,The Journal of infection,2003,4,NA,closed
12644333,Health policy (Amsterdam Netherlands),2003,4,NA,closed
12647241,Mammalian genome : official journal of the International Mammalian Genome Society,2003,3,NA,closed
12648820,Journal of ethnopharmacology,2003,2,NA,closed
12650600,Mycopathologia,2002,1,NA,closed
12665134,Journal of the South African Veterinary Association,2002,12,NA,closed
12665444,International journal of STD & AIDS,2003,3,NA,closed
12678446,East African medical journal,2002,12,NA,closed
12678447,East African medical journal,2002,12,NA,closed
12678448,East African medical journal,2002,12,NA,closed
12678450,East African medical journal,2002,12,NA,closed
12678451,East African medical journal,2002,12,NA,closed
12678452,East African medical journal,2002,12,NA,closed
12696017,The Journal of infectious diseases,2003,4,NA,closed
12703153,Disasters,2003,3,NA,closed
12710477,Poultry science,2003,4,NA,closed
12711108,Acta tropica,2003,4,NA,closed
12716721,Archives of disease in childhood,2003,1,PMC1719579,open
12719811,Bulletin of environmental contamination and toxicology,2003,1,NA,closed
12727499,Fitoterapia,2003,4,NA,closed
12727503,Fitoterapia,2003,4,NA,closed
12731766,Water science and technology : a journal of the International Association on Water Pollution Research,2003,1,NA,closed
12733794,Ambio,2003,3,NA,closed
12736443,Chemical & pharmaceutical bulletin,2003,1,NA,closed
12736444,Chemical & pharmaceutical bulletin,2003,1,NA,closed
12745143,Acta tropica,2003,1,NA,closed
12749483,The American journal of tropical medicine and hygiene,2003,4,NA,closed
12749487,The American journal of tropical medicine and hygiene,2003,4,NA,closed
12749491,The American journal of tropical medicine and hygiene,2003,4,NA,closed
12749493,The American journal of tropical medicine and hygiene,2003,4,NA,closed
12749496,The American journal of tropical medicine and hygiene,2003,4,NA,closed
